Virtual: 16916, Physical:    20, Value:   0, TLB hit: false, PT hit: false 
Virtual: 59002, Physical: 14970, Value:  57, TLB hit: false, PT hit: true 
Virtual: 33982, Physical: 42174, Value:  33, TLB hit: false, PT hit: true 
Virtual: 25498, Physical: 60570, Value:  24, TLB hit: false, PT hit: true 
Virtual: 57047, Physical: 37591, Value: 181, TLB hit: false, PT hit: true 
Virtual:  1401, Physical: 51577, Value:   0, TLB hit: false, PT hit: true 
Virtual: 15130, Physical: 32282, Value:  14, TLB hit: false, PT hit: true 
Virtual: 42960, Physical: 19664, Value:   0, TLB hit: false, PT hit: true 
Virtual: 61827, Physical: 22403, Value:  96, TLB hit: false, PT hit: true 
Virtual: 32442, Physical:  7098, Value:  31, TLB hit: false, PT hit: true 
Virtual: 64304, Physical:  4912, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30273, Physical: 58945, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38082, Physical: 37314, Value:  37, TLB hit: false, PT hit: true 
Virtual: 22404, Physical: 11396, Value:   0, TLB hit: false, PT hit: true 
Virtual:  3808, Physical: 10208, Value:   0, TLB hit: false, PT hit: true 
Virtual: 16883, Physical: 48115, Value: 124, TLB hit: false, PT hit: true 
Virtual: 23111, Physical: 35911, Value: 145, TLB hit: false, PT hit: true 
Virtual: 62417, Physical: 24017, Value:   0, TLB hit: false, PT hit: true 
Virtual: 60364, Physical: 57804, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4542, Physical: 58814, Value:   4, TLB hit: false, PT hit: true 
Virtual: 14829, Physical: 33517, Value:   0, TLB hit: false, PT hit: true 
Virtual: 44964, Physical: 13220, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33924, Physical: 42116, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2141, Physical: 35165, Value:   0, TLB hit: false, PT hit: true 
Virtual: 19245, Physical: 14125, Value:   0, TLB hit: false, PT hit: true 
Virtual: 47168, Physical: 29760, Value:   0, TLB hit: false, PT hit: true 
Virtual: 24048, Physical: 39664, Value:   0, TLB hit: false, PT hit: true 
Virtual:  1022, Physical:  8190, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23075, Physical: 35875, Value: 136, TLB hit: true
Virtual: 24888, Physical: 52536, Value:   0, TLB hit: false, PT hit: true 
Virtual: 49247, Physical:  8543, Value:  23, TLB hit: false, PT hit: true 
Virtual:  4900, Physical: 13604, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22656, Physical:  2944, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34117, Physical: 60997, Value:   0, TLB hit: false, PT hit: false 
Virtual: 55555, Physical: 59907, Value:  64, TLB hit: false, PT hit: true 
Virtual: 48947, Physical: 50483, Value: 204, TLB hit: false, PT hit: true 
Virtual: 59533, Physical: 25997, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21312, Physical:  9024, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21415, Physical:  9127, Value: 233, TLB hit: true
Virtual:   813, Physical:  7981, Value:   0, TLB hit: true
Virtual: 19419, Physical: 14299, Value: 246, TLB hit: true
Virtual:  1999, Physical: 33231, Value: 243, TLB hit: false, PT hit: true 
Virtual: 20155, Physical: 40635, Value: 174, TLB hit: false, PT hit: true 
Virtual: 21521, Physical: 52241, Value:   0, TLB hit: false, PT hit: true 
Virtual: 13670, Physical: 53094, Value:  13, TLB hit: false, PT hit: true 
Virtual: 19289, Physical: 14169, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58483, Physical: 15475, Value:  28, TLB hit: false, PT hit: true 
Virtual: 41318, Physical: 24934, Value:  40, TLB hit: false, PT hit: true 
Virtual: 16151, Physical: 55831, Value: 197, TLB hit: false, PT hit: true 
Virtual: 13611, Physical: 53035, Value:  74, TLB hit: true
Virtual: 21514, Physical: 52234, Value:  21, TLB hit: true
Virtual: 13499, Physical: 36283, Value:  46, TLB hit: false, PT hit: true 
Virtual: 45583, Physical:  7695, Value: 131, TLB hit: false, PT hit: true 
Virtual: 49013, Physical: 50549, Value:   0, TLB hit: true
Virtual: 64843, Physical:  2123, Value:  82, TLB hit: false, PT hit: true 
Virtual: 63485, Physical: 17149, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38697, Physical: 46889, Value:   0, TLB hit: false, PT hit: true 
Virtual: 59188, Physical: 10292, Value:   0, TLB hit: false, PT hit: true 
Virtual: 24593, Physical: 38417, Value:   0, TLB hit: false, PT hit: true 
Virtual: 57641, Physical: 61225, Value:   0, TLB hit: false, PT hit: false 
Virtual: 36524, Physical: 14508, Value:   0, TLB hit: false, PT hit: true 
Virtual: 56980, Physical: 37524, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36810, Physical: 35786, Value:  35, TLB hit: false, PT hit: true 
Virtual:  6096, Physical:  9424, Value:   0, TLB hit: false, PT hit: true 
Virtual: 11070, Physical: 39998, Value:  10, TLB hit: false, PT hit: true 
Virtual: 60124, Physical: 10716, Value:   0, TLB hit: false, PT hit: true 
Virtual: 37576, Physical: 21448, Value:   0, TLB hit: false, PT hit: true 
Virtual: 15096, Physical: 24824, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45247, Physical: 49087, Value:  47, TLB hit: false, PT hit: true 
Virtual: 32783, Physical:  4111, Value:   3, TLB hit: false, PT hit: true 
Virtual: 58390, Physical: 15382, Value:  57, TLB hit: false, PT hit: true 
Virtual: 60873, Physical: 23753, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23719, Physical: 54951, Value:  41, TLB hit: false, PT hit: true 
Virtual: 24385, Physical:  1601, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22307, Physical: 11299, Value: 200, TLB hit: false, PT hit: true 
Virtual: 17375, Physical: 61663, Value: 247, TLB hit: false, PT hit: false 
Virtual: 15990, Physical: 21110, Value:  15, TLB hit: false, PT hit: true 
Virtual: 20526, Physical: 56878, Value:  20, TLB hit: false, PT hit: true 
Virtual: 25904, Physical: 36656, Value:   0, TLB hit: false, PT hit: true 
Virtual: 42224, Physical: 46320, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9311, Physical: 22879, Value:  23, TLB hit: false, PT hit: true 
Virtual:  7862, Physical: 58038, Value:   7, TLB hit: false, PT hit: true 
Virtual:  3835, Physical: 10235, Value: 190, TLB hit: false, PT hit: true 
Virtual: 30535, Physical: 16199, Value: 209, TLB hit: false, PT hit: true 
Virtual: 65179, Physical: 48539, Value: 166, TLB hit: false, PT hit: true 
Virtual: 57387, Physical: 37931, Value:  10, TLB hit: false, PT hit: true 
Virtual: 63579, Physical: 28251, Value:  22, TLB hit: false, PT hit: true 
Virtual:  4946, Physical: 13650, Value:   4, TLB hit: false, PT hit: true 
Virtual:  9037, Physical: 48205, Value:   0, TLB hit: false, PT hit: true 
Virtual: 61033, Physical:  5993, Value:   0, TLB hit: false, PT hit: true 
Virtual: 55543, Physical: 58359, Value:  61, TLB hit: false, PT hit: true 
Virtual: 50361, Physical: 14009, Value:   0, TLB hit: false, PT hit: true 
Virtual:  6480, Physical: 29008, Value:   0, TLB hit: false, PT hit: true 
Virtual: 14042, Physical: 31450, Value:  13, TLB hit: false, PT hit: true 
Virtual: 21531, Physical: 52251, Value:   6, TLB hit: false, PT hit: true 
Virtual: 39195, Physical: 55579, Value:  70, TLB hit: false, PT hit: true 
Virtual: 37511, Physical: 21383, Value: 161, TLB hit: false, PT hit: true 
Virtual: 23696, Physical: 54928, Value:   0, TLB hit: false, PT hit: true 
Virtual: 27440, Physical: 15664, Value:   0, TLB hit: false, PT hit: true 
Virtual: 28201, Physical: 34857, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23072, Physical: 35872, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7814, Physical: 57990, Value:   7, TLB hit: false, PT hit: true 
Virtual:  6552, Physical: 29080, Value:   0, TLB hit: true
Virtual: 43637, Physical: 12661, Value:   0, TLB hit: false, PT hit: true 
Virtual: 35113, Physical: 39721, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34890, Physical: 26698, Value:  34, TLB hit: false, PT hit: true 
Virtual: 61297, Physical: 42353, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45633, Physical:  7745, Value:   0, TLB hit: false, PT hit: true 
Virtual: 61431, Physical: 42487, Value: 253, TLB hit: true
Virtual: 46032, Physical: 51152, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18774, Physical: 61782, Value:  18, TLB hit: false, PT hit: false 
Virtual: 62991, Physical: 22031, Value: 131, TLB hit: false, PT hit: true 
Virtual: 28059, Physical:  3483, Value: 102, TLB hit: false, PT hit: true 
Virtual: 35229, Physical: 39837, Value:   0, TLB hit: true
Virtual: 51230, Physical: 32542, Value:  50, TLB hit: false, PT hit: true 
Virtual: 14405, Physical:  5701, Value:   0, TLB hit: false, PT hit: true 
Virtual: 52242, Physical: 46610, Value:  51, TLB hit: false, PT hit: true 
Virtual: 43153, Physical: 17553, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2709, Physical: 53909, Value:   0, TLB hit: false, PT hit: true 
Virtual: 47963, Physical: 25691, Value: 214, TLB hit: false, PT hit: true 
Virtual: 36943, Physical: 18255, Value:  19, TLB hit: false, PT hit: true 
Virtual: 54066, Physical: 51762, Value:  52, TLB hit: false, PT hit: true 
Virtual: 10054, Physical: 60230, Value:   9, TLB hit: false, PT hit: true 
Virtual: 43051, Physical: 17451, Value:  10, TLB hit: true
Virtual: 11525, Physical: 41477, Value:   0, TLB hit: false, PT hit: true 
Virtual: 17684, Physical:  9748, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41681, Physical: 41937, Value:   0, TLB hit: false, PT hit: true 
Virtual: 27883, Physical: 44267, Value:  58, TLB hit: false, PT hit: true 
Virtual: 56909, Physical: 37453, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45772, Physical:  7884, Value:   0, TLB hit: false, PT hit: true 
Virtual: 27496, Physical: 15720, Value:   0, TLB hit: false, PT hit: true 
Virtual: 46842, Physical: 55546, Value:  45, TLB hit: false, PT hit: true 
Virtual: 38734, Physical: 46926, Value:  37, TLB hit: false, PT hit: true 
Virtual: 28972, Physical: 16428, Value:   0, TLB hit: false, PT hit: true 
Virtual: 59684, Physical: 47396, Value:   0, TLB hit: false, PT hit: true 
Virtual: 11384, Physical: 54392, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21018, Physical: 37658, Value:  20, TLB hit: false, PT hit: true 
Virtual:  2192, Physical: 35216, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18384, Physical:  2512, Value:   0, TLB hit: false, PT hit: true 
Virtual: 13464, Physical: 36248, Value:   0, TLB hit: false, PT hit: true 
Virtual: 31018, Physical: 61994, Value:  30, TLB hit: false, PT hit: false 
Virtual: 62958, Physical: 28654, Value:  61, TLB hit: false, PT hit: true 
Virtual: 30611, Physical: 16275, Value: 228, TLB hit: false, PT hit: true 
Virtual:  1913, Physical: 33145, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18904, Physical: 61912, Value:   0, TLB hit: false, PT hit: true 
Virtual: 26773, Physical: 42645, Value:   0, TLB hit: false, PT hit: true 
Virtual: 55491, Physical: 58307, Value:  48, TLB hit: false, PT hit: true 
Virtual: 21899, Physical: 24203, Value:  98, TLB hit: false, PT hit: true 
Virtual: 64413, Physical:  5021, Value:   0, TLB hit: false, PT hit: true 
Virtual: 47134, Physical: 29726, Value:  46, TLB hit: false, PT hit: true 
Virtual: 23172, Physical: 35972, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7262, Physical: 43102, Value:   7, TLB hit: false, PT hit: true 
Virtual: 12705, Physical: 31137, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7522, Physical:  6242, Value:   7, TLB hit: false, PT hit: true 
Virtual: 58815, Physical: 55231, Value: 111, TLB hit: false, PT hit: true 
Virtual: 34916, Physical: 26724, Value:   0, TLB hit: false, PT hit: true 
Virtual:  3802, Physical: 10202, Value:   3, TLB hit: false, PT hit: true 
Virtual: 58008, Physical:  3224, Value:   0, TLB hit: false, PT hit: true 
Virtual:  1239, Physical: 40919, Value:  53, TLB hit: false, PT hit: true 
Virtual: 63947, Physical: 21963, Value: 114, TLB hit: false, PT hit: true 
Virtual:   381, Physical: 57213, Value:   0, TLB hit: false, PT hit: true 
Virtual: 60734, Physical: 23614, Value:  59, TLB hit: false, PT hit: true 
Virtual: 48769, Physical: 32897, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41938, Physical: 38866, Value:  40, TLB hit: false, PT hit: true 
Virtual: 38025, Physical: 37257, Value:   0, TLB hit: false, PT hit: true 
Virtual: 55099, Physical:  5179, Value: 206, TLB hit: false, PT hit: true 
Virtual: 56691, Physical: 13427, Value:  92, TLB hit: false, PT hit: true 
Virtual: 39530, Physical: 43370, Value:  38, TLB hit: false, PT hit: true 
Virtual: 59003, Physical: 14971, Value: 158, TLB hit: false, PT hit: true 
Virtual:  6029, Physical:  9357, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20920, Physical: 39096, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8077, Physical: 33933, Value:   0, TLB hit: false, PT hit: true 
Virtual: 42633, Physical: 20873, Value:   0, TLB hit: false, PT hit: true 
Virtual: 17443, Physical: 40995, Value:   8, TLB hit: false, PT hit: true 
Virtual: 53570, Physical:   834, Value:  52, TLB hit: false, PT hit: true 
Virtual: 22833, Physical: 52785, Value:   0, TLB hit: false, PT hit: true 
Virtual:  3782, Physical: 10182, Value:   3, TLB hit: false, PT hit: true 
Virtual: 47758, Physical: 56462, Value:  46, TLB hit: false, PT hit: true 
Virtual: 22136, Physical: 56696, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22427, Physical: 11419, Value: 230, TLB hit: false, PT hit: true 
Virtual: 23867, Physical: 39483, Value:  78, TLB hit: false, PT hit: true 
Virtual: 59968, Physical: 10560, Value:   0, TLB hit: false, PT hit: true 
Virtual: 62166, Physical: 62422, Value:  60, TLB hit: false, PT hit: false 
Virtual:  6972, Physical: 26428, Value:   0, TLB hit: false, PT hit: true 
Virtual: 63684, Physical: 28356, Value:   0, TLB hit: false, PT hit: true 
Virtual: 46388, Physical: 50228, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41942, Physical: 38870, Value:  40, TLB hit: false, PT hit: true 
Virtual: 36524, Physical: 14508, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9323, Physical: 22891, Value:  26, TLB hit: false, PT hit: true 
Virtual: 31114, Physical: 62090, Value:  30, TLB hit: false, PT hit: true 
Virtual: 22345, Physical: 11337, Value:   0, TLB hit: true
Virtual: 46463, Physical: 50303, Value:  95, TLB hit: true
Virtual: 54671, Physical: 48783, Value:  99, TLB hit: false, PT hit: true 
Virtual:  9214, Physical: 48382, Value:   8, TLB hit: false, PT hit: true 
Virtual:  7257, Physical: 43097, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33150, Physical: 53630, Value:  32, TLB hit: false, PT hit: true 
Virtual: 41565, Physical: 41821, Value:   0, TLB hit: false, PT hit: true 
Virtual: 26214, Physical: 49254, Value:  25, TLB hit: false, PT hit: true 
Virtual:  3595, Physical:  9995, Value: 130, TLB hit: false, PT hit: true 
Virtual: 17932, Physical: 18700, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34660, Physical: 18020, Value:   0, TLB hit: false, PT hit: true 
Virtual: 51961, Physical: 27385, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58634, Physical: 55050, Value:  57, TLB hit: false, PT hit: true 
Virtual: 57990, Physical:  3206, Value:  56, TLB hit: false, PT hit: true 
Virtual: 28848, Physical:  1456, Value:   0, TLB hit: false, PT hit: true 
Virtual: 49920, Physical: 59136, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18351, Physical:  2479, Value: 235, TLB hit: false, PT hit: true 
Virtual: 53669, Physical:   933, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33996, Physical: 42188, Value:   0, TLB hit: false, PT hit: true 
Virtual:  6741, Physical:  6741, Value:   0, TLB hit: false, PT hit: true 
Virtual: 64098, Physical:  4450, Value:  62, TLB hit: false, PT hit: true 
Virtual:   606, Physical: 17246, Value:   0, TLB hit: false, PT hit: true 
Virtual: 27383, Physical: 28919, Value: 189, TLB hit: false, PT hit: true 
Virtual: 63140, Physical: 22180, Value:   0, TLB hit: false, PT hit: true 
Virtual: 32228, Physical: 49892, Value:   0, TLB hit: false, PT hit: true 
Virtual: 63437, Physical: 17101, Value:   0, TLB hit: false, PT hit: true 
Virtual: 29085, Physical: 16541, Value:   0, TLB hit: false, PT hit: true 
Virtual: 65080, Physical: 48440, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38753, Physical: 46945, Value:   0, TLB hit: false, PT hit: true 
Virtual: 16041, Physical: 21161, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9041, Physical: 48209, Value:   0, TLB hit: false, PT hit: true 
Virtual: 42090, Physical: 46186, Value:  41, TLB hit: false, PT hit: true 
Virtual: 46388, Physical: 50228, Value:   0, TLB hit: false, PT hit: true 
Virtual: 63650, Physical: 28322, Value:  62, TLB hit: false, PT hit: true 
Virtual: 36636, Physical: 35612, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21947, Physical: 24251, Value: 110, TLB hit: false, PT hit: true 
Virtual: 19833, Physical: 36473, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36464, Physical: 14448, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8541, Physical: 20061, Value:   0, TLB hit: false, PT hit: true 
Virtual: 12712, Physical: 31144, Value:   0, TLB hit: false, PT hit: true 
Virtual: 48955, Physical: 50491, Value: 206, TLB hit: false, PT hit: true 
Virtual: 39206, Physical: 55590, Value:  38, TLB hit: false, PT hit: true 
Virtual: 15578, Physical: 31962, Value:  15, TLB hit: false, PT hit: true 
Virtual: 49205, Physical:  8501, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7731, Physical: 57907, Value: 140, TLB hit: false, PT hit: true 
Virtual: 43046, Physical: 17446, Value:  42, TLB hit: false, PT hit: true 
Virtual: 60498, Physical:  7250, Value:  59, TLB hit: false, PT hit: true 
Virtual:  9237, Physical: 22805, Value:   0, TLB hit: false, PT hit: true 
Virtual: 47706, Physical: 56410, Value:  46, TLB hit: false, PT hit: true 
Virtual: 43973, Physical: 57541, Value:   0, TLB hit: false, PT hit: true 
Virtual: 42008, Physical: 46104, Value:   0, TLB hit: false, PT hit: true 
Virtual: 27460, Physical: 15684, Value:   0, TLB hit: false, PT hit: true 
Virtual: 24999, Physical: 52647, Value: 105, TLB hit: false, PT hit: true 
Virtual: 51933, Physical: 27357, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34070, Physical: 60950, Value:  33, TLB hit: false, PT hit: true 
Virtual: 65155, Physical: 48515, Value: 160, TLB hit: false, PT hit: true 
Virtual: 59955, Physical: 10547, Value: 140, TLB hit: false, PT hit: true 
Virtual:  9277, Physical: 22845, Value:   0, TLB hit: true
Virtual: 20420, Physical: 16836, Value:   0, TLB hit: false, PT hit: true 
Virtual: 44860, Physical: 13116, Value:   0, TLB hit: false, PT hit: true 
Virtual: 50992, Physical: 42800, Value:   0, TLB hit: false, PT hit: true 
Virtual: 10583, Physical: 27479, Value:  85, TLB hit: false, PT hit: true 
Virtual: 57751, Physical: 61335, Value: 101, TLB hit: false, PT hit: true 
Virtual: 23195, Physical: 35995, Value: 166, TLB hit: false, PT hit: true 
Virtual: 27227, Physical: 28763, Value: 150, TLB hit: false, PT hit: true 
Virtual: 42816, Physical: 19520, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58219, Physical: 34155, Value: 218, TLB hit: false, PT hit: true 
Virtual: 37606, Physical: 21478, Value:  36, TLB hit: false, PT hit: true 
Virtual: 18426, Physical:  2554, Value:  17, TLB hit: false, PT hit: true 
Virtual: 21238, Physical: 37878, Value:  20, TLB hit: false, PT hit: true 
Virtual: 11983, Physical: 59855, Value: 179, TLB hit: false, PT hit: true 
Virtual: 48394, Physical:  1802, Value:  47, TLB hit: false, PT hit: true 
Virtual: 11036, Physical: 39964, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30557, Physical: 16221, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23453, Physical: 20637, Value:   0, TLB hit: false, PT hit: true 
Virtual: 49847, Physical: 31671, Value: 173, TLB hit: false, PT hit: true 
Virtual: 30032, Physical:   592, Value:   0, TLB hit: false, PT hit: true 
Virtual: 48065, Physical: 25793, Value:   0, TLB hit: false, PT hit: true 
Virtual:  6957, Physical: 26413, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2301, Physical: 35325, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7736, Physical: 57912, Value:   0, TLB hit: false, PT hit: true 
Virtual: 31260, Physical: 23324, Value:   0, TLB hit: false, PT hit: true 
Virtual: 17071, Physical:   175, Value: 171, TLB hit: false, PT hit: true 
Virtual:  8940, Physical: 46572, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9929, Physical: 44745, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45563, Physical: 46075, Value: 126, TLB hit: false, PT hit: true 
Virtual: 12107, Physical:  2635, Value: 210, TLB hit: false, PT hit: true 
page_fault_rate [24.40%]
tlb_hit_rate [5.40%]
